,hashtags,tweet
9993,"['snpout', 'scrapthepass']","['scottish', 'government’', 'illconceiv', 'passport', 'scheme', 'ruin', 'nighttim', 'economi', '“nightclub', 'trade', 'level', 'drop', 'almost', 'half', '46', 'report', 'declin', 'excess', '60', 'compar', 'previou', 'weeks”', 'httpstcogie6svnw1u', 'snpout', 'scrapthepass']"
9994,[],"['thebbqbulletin', 'left', 'someth', 'claim', 'credit', 'vaccin', 'passport', 'system', 'softwar']"
9995,[],"['🇫🇷', 'french', 'creat', 'lot', 'blockag', 'throughout', 'countri', 'past', 'day', 'blockag', 'vaccin', 'passport', 'increas', 'fuel', 'energi', 'price', 'httpstcogfycytjb0g']"
9996,[],"['🇫🇷', 'french', 'creat', 'lot', 'blockag', 'throughout', 'countri', 'past', 'day', 'blockag', 'vaccin', 'passport', 'increas', 'fuel', 'energi', 'price', 'httpstcoteyscjqjnp']"
9997,[],"['suesbat', 'rothbard1776', 'u', 'use', 'vaccin', 'passport', 'sinc', 'earli', '1900’', 'httpstcoh76inhgilu']"
9998,[],"['mikindustryz', 'cdcdirector', 'u', 'start', 'vaccin', 'passport', 'decad', 'earlier', 'httpstcoh76inhgilu']"
9999,[],"['foglepip', 'know', 'u', 'vaccin', 'passport', 'sinc', 'earli', '1900’', 'httpstcoh76inhgilu']"
10000,[],"['someon', 'tweet', 'novak', 'champion', 'caus', 'right', 'privaci', 'disclos', 'vaccin', 'status😂', 'tomorrow', 'arriv', 'mexico', 'amp', 'deni', 'author', 'show', 'passport', 'account', 'right', 'privaci', 'plea', 'come', 'rescu', 'then😂', 'molefarm', 'even', 'speak😂']"
10001,[],"['bbcgaryr', 'benphilip', 'heard', 'number', 'club', 'activ', 'search', 'peopl', 'prevent', 'needl', 'etc', 'get', 'brought', 'surpris', 'constantli', 'insist', 'vaccin', 'passport', 'difficult', 'polic', 'imagin', 'look', 'needl', 'club', '']"
10002,[],"['clairefosterphd', 'montrealgirl', 'realiz', 'arent', 'realli', 'vaccin', 'dont', 'stop', 'transmiss', 'realli', 'vaccin', 'passport', 'control', 'mechan', 'govern']"
10003,[],"['jmhslatteri', 'hornbyjanic', 'ok', 'tell', 'public', 'place', 'job', 'requir', 'show', 'one…', 'it’', 'passportvaccin', 'record', 'issu', 'it’', 'what’', 'done']"
10004,[],"['atkinsmike1', 'thesecretsarah', 'ephraimlehutso', 'mnazi', 'officialpsl', 'without', 'ask', 'vaccin', 'hand', 'minist', 'busi', 'tell', 'u', 'vaccin', 'passport', '🤔', 'question', 'feel', 'peopl', 'groundonli', 'moneyi', 'go', 'open', 'case', 'polit', 'parti']"
10005,[],"['keepergarrett', 'mrmikeoxlong', 'pm1288', 'abcnew', 'sure', 'said', 'cant', 'go', 'around', 'spread', 'ill', 'peopl', 'vaccin', 'passport', 'certainli', 'doesnt', 'prevent', 'spread', 'covid', 'appar', 'discrimin', 'peopl', 'capabl', 'follow', 'vax', 'passport', 'show', 'id', 'sure']"
10006,[],"['bybryanpietsch', 'requir', 'arc', 'correct', 'visit', 'shorter', 'period', 'went', 'health', 'center', 'today', 'told', 'wasnt', 'elig', 'regist', 'vaccin', 'didnt', 'one', 'passport']"
10007,[],"['diabol', 'bill', 'gate', 'digit', 'id', 'control', 'life', 'httpstcogfylaffezz', 'articl', 'discus', 'httpstco1gbpy4pktq', 'httpstcoroeoxvyeex', 'kanekoathegreat']"
10008,[],"['lieu', 'vaccin', 'passport', 'govt', 'requir', 'v', 'brand', 'forehead', 'make', 'easili', 'recogniz']"
10009,[],"['katiefromtexa', 'vaccin', 'passport', 'tell', 'get', 'anoth', 'booster', 'everi', 'coupl', 'month', 'retain', 'privileg', 'associ', '“fulli', 'vaccinated”', 'buy', 'food', 'work', 'sound', 'like', 'enslav', 'know', 'i’m', 'conspiraci', 'theorist😂😂😂']"
10010,[],"['could', 'go', 'wong', '🤷🏻\u200d♂️cloak', 'dagger', 'militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'httpstcorrqxr9uff2', 'via', 'thegrayzonenew']"
10011,['AutomatedFascism'],"['still', 'think', 'covid', 'legit', 'automatedfasc', 'httpstcorph9zzvyk']"
10012,[],"['moneytalkstweet', 'forc', 'u', 'take', 'vaccin', 'constantli', 'recycl', 'back', 'public', 'forc', 'u', 'get', 'vaccin', 'passport', 'order', 'control', 'movement', 'peopl', 'treat', 'cattl', 'slaughter', 'whim', 'elit', 'better', 'figur', 'soon']"
10013,[],"['gboslovesjesu', 'i’m', 'invit', 'friend’', 'retir', 'parti', 'includ', 'close', 'associ', 'famili', 'friend', 'requir', 'vaccin', 'passport', 'can’t', 'go']"
10014,[],"['digit', 'covid19', 'vaccin', 'passport', 'expand', 'case', 'digit', 'id', 'beyond', 'covid19', 'vaccin', 'potenti', 'serv', 'digit', 'id', 'comprehens', 'univers', 'sourc', 'ident', 'information…”', 'httpstco7ph0jyomtc']"
10015,[],"['myrtleshotdog', 'old', 'school', 'vaccin', 'passport', 'cool']"
10016,[],"['mbellefontain', 'fair', 'medium', 'time', '75', 'albertan', 'want', 'vaccin', 'passport', '75', 'le', '400', 'peopl', 'concern', 'dst', 'love', 'psychopath', 'though']"
10017,[],"['jimmydor', 'vaccin', 'passport', 'amp', 'checkin', 'where', 'falsehood', 'say', 'tech', 'could', 'use', 'spi', 'amp', 'track', 'ppl', 'argument', 'tech', 'polici', 'could', 'flip', 'intellig', 'work', 'ridicul', 'chomski', 'work', 'cia', 'mayb', 'earli', 'year', 'mit']"
10018,[],"['ntia', 'survey', 'show', 'scottish', 'nightclub', 'trade', 'level', 'drop', '46', 'first', 'week', 'vaccin', 'passport', 'scheme', 'httpstcoa7tl96jywr']"
10019,[],"['protest', 'compulsori', 'vaccin', 'passport', 'workplac', 'continu', 'across', 'itali', 'last', 'stage', 'triest', 'docker', 'join', 'gener', 'popul', 'held', 'antigreen', 'pas', 'ralli', 'httpstco36phcblujl']"
10020,[],"['noid', 'vote', 'requir', 'mani', 'daili', 'task', 'amp', 'need', 'vaccin', 'passport', 'httpstcomg2a9apcqh']"
10021,[],"['new', 'vaccin', 'passport', 'intend', 'give', 'border', 'offic', 'confid', 'verifi', 'proof', 'vaccin', 'offici', 'said', 'httpstcod54to7sh3m']"
10022,[],"['live', 'countri', 'segreg', 'discrimin', 'httpstcockzl8wci6a']"
10023,[],"['protest', 'franc', 'riot', 'vaccin', 'passport', 'httpstcoj5evg8fjm0', '03']"
10024,[],"['drcarolhay', 'bc', 'mask', 'mandat', 'take', 'certain', 'kind', 'white', 'dude', 'break', 'rule', 'store', 'mostli', 'wont', 'let', 'without', 'mask', 'restaur', 'cafe', 'demand', 'see', 'vaccin', 'passport']"
10025,[],"['gregreilli', 'leonydusjohnson', 'yeah', 'that', 'pretti', 'consist', 'fix', 'issu', 'vaccin', 'access', 'minor', 'commun', 'actual', 'vaccin', 'rate', 'white', 'peopl', 'vaccin', 'passport', 'longer', 'racial', 'bias', 'polici', 'might', 'still', 'bad', 'polici', 'racial', 'bias']"
10026,[],"['vaccin', 'wallet', 'one', 'step', 'closer', 'passport', 'id']"
10027,[],"['stephanie4bc', 'viu', 'ask', 'self', 'report', 'vaccin', 'statu', 'said', 'never', 'look', 'passport', 'proof', 'vaccin', 'fill', 'onlin', 'self', 'declar', 'date', 'vaccin']"
10028,[],"['fredericton', '—', 'feder', 'govern', 'prepar', 'reveal', 'vaccin', 'passport', 'intern', 'travel', 'fall', 'today', 'higg', 'govern', 'unveil', 'upcom', 'vaccin', 'identification…they', 'need', 'remov', 'offic', 'httpstco8fuk4mhmb6']"
10029,[],"['pandem', 'forc', 'get', 'vaccin', 'vaccin', 'forc', 'get', 'vaccin', 'passport', 'vaccin', 'passport', 'forc', 'social', 'credit', 'system', '😡', 'social', 'credit', 'system', 'forc', 'obey', 'tyrant', 'httpstcodngmednfki']"
10030,[],"['matt64257707', 'brookesjacqui', 'blogboynick', 'matt', 'fulli', 'vaccin', 'pro', 'vaccin', 'anti', 'vaccin', 'mandat', 'anti', 'vaccin', 'passport', 'peopl', 'make', 'choic', 'punish', 'choic', '2', 'class', 'nz', 'would', 'happili', 'hang', 'vax', 'non', 'vax']"
10031,[],"['cineworld', '2day', 'ur', 'dublin', 'locat', 'ask', 'show', 'vaccin', 'passportmed', 'histori', '2', 'teenag', 'work', 'nice', 'didnt', 'sit', 'right', 'amp', 'felt', 'like', 'violat', 'requir', 'mandatori', 'guidanc', 'roi', 'wont']"
10032,[],"['peopl', 'run', 'countri', 'peopl', 'respons', 'lockdown', 'consequ', 'total', 'destruct', 'world', 'economi', 'govern', 'infinit', 'wisdom', 'use', 'mitr', 'spearhead', 'effort', 'get', 'httpstcoe9yncfpzdx']"
10033,[],"['mikegal041', 'timspector', 'sorri', 'correct', 'stop', 'twice', '2', 'week', 'never', 'ask', 'form', 'vaccin', 'passport', 'ate', 'multipl', 'time', 'per', 'day', 'septearli', 'oct', '2021']"
10034,[],"['bowenchri', 'it’', 'ok', 'vaccin', 'passport', 'show', 'privat', 'medic', 'inform', 'keep', 'job', 'particip', 'societi', 'problem', 'prove', 'vote']"
10035,[],"['finegael', 'leovaradkar', 'martinheydonfg', 'use', 'vaccin', 'passport', '1st', 'time', '2day', 'basic', 'show', 'teenag', 'medic', 'histori', 'see', 'film', 'didnt', 'sit', 'well', 'wont', 'felt', 'like', 'violat', 'ihrec', 'like', 'what', 'point', 'organis', 'u', 'choos', 'b', 'silent']"
10036,[],"['cloak', 'dagger', 'militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'grayzon', 'httpstcoeszyna2ou4']"
10037,['nhl'],"['reporterchri', 'total', 'agre', 'tear', 'apart', 'evanderkane9', 'fake', 'vaccin', 'passport', 'yet', 'allow', 'guy', 'continu', 'work', 'alleg', 'unbeliev', 'nhl', 'nhl']"
10038,[],"['staceyrudin', 'thought', 'atleast', 'intern', 'speak', 'passport', 'visa', 'system', 'alreadi', 'dont', 'understand', 'need', 'vaccin', 'passport', 'like', 'yellow', 'fever', 'part', 'system', 'alreadi', 'one', 'diseas', 'pool', 'guess']"
10039,['vaccine_passport'],"['activ', 'investig', 'may', 'purchas', 'fake', 'vaccin', 'certif', 'identifi', 'charg', 'crimin', 'polic', 'said', 'vaccinepassport', 'httpstcostsw9gzira']"
10040,[],"['behind', 'gui', 'public', 'health', 'concern', 'u', 'surveil', 'state', 'could', 'due', 'enhanc', 'control', 'increasingli', 'restiv', 'popul', 'httpstcossdih3pi8']"
10041,[],"['matthoyoffici', 'vaccin', 'passport', 'mean', 'danger', 'stupid']"
10042,[],"['“spreader”', 'show', 'delinqu', 'vaccin', 'passport', 'covid', 'patrol', 'c', '2026', 'httpstcoxgomzienaz']"
10043,[],"['medium', 'matter', 'fox', 'news', 'vaccin', 'passport', 'furiou', 'biden', 'incentivi', 'httpstcoqqtdntz20r']"
10044,[],"['oznigel', 'slaphappy666', 'peckertime3', 'omgthemess', 'one', 'group', 'link', 'creat', 'carona', 'patent', 'test', 'one', 'roll', 'vaccin', 'passport', 'system', 'ran', 'simul', 'right', 'releas', 'control', 'repons', 'pretti', 'obviou', 'someth', 'go', 'mate']"
10045,[],"['ibz', 'parmanth', 'refus', 'call', 'green', 'pas', 'clear', 'pas', 'blue', 'pas', 'it’', 'vaccin', 'passport', 'movement', 'licens']"
10046,[],"['got', 'vaccin', 'passport', 'card', 'mail', 'today', '😬😬', 'httpstcoetxqyiscfo']"
10047,[],"['f2fweb', 'petit', 'clearli', 'concis', 'written', 'disagre', 'last', 'sentenc', 'lieu', 'vaccin', 'passport', 'proof', 'neg', 'antigen', 'test', 'could', 'request', 'travel', 'regardless', 'vaccin', 'statu', 'complet', 'impract', 'unnecessari']"
10048,[],"['djme916', 'njdotcom', 'don’t', 'believ', 'make', 'ppl', 'walk', 'around', 'vaccin', 'passport', 'first', 'it’', 'it’', 'somethjng', 'el', 'wake', 'haven’t', 'learn', 'anyth', 'nazi', 'germani']"
10049,[],"['recent', 'turn', '12', 'threemonth', '“grace', 'period”', 'receiv', 'covid19', 'vaccin', 'subject', 'vaccin', 'passport', 'system', 'church', 'dioces', 'said', 'httpstcox0nv7oogjp']"
10050,[],"['tetreau42', 'barryesharp', 'trudeau', 'want', 'vaccin', 'passport', 'prevent', 'movement', 'unvax', 'individu', 'httpstcofcvzhajk0k']"
10051,[],"['saw', 'promin', 'brisban', 'corpor', 'musician', 'say', 'wouldnt', 'get', 'vaccin', 'paedophil', 'dont', 'show', 'paedophil', 'passport', 'enter', 'venu', 'show', 'vaccin', 'passport']"
10052,[],"['rollingt17', 'melbourn', 'protest', 'catherin', 'cum', 'mp', 'speak', 'vaccin', 'passport', 'tyranni', 'victorian', 'govern', 'httpstco2vzsprfczr']"
10053,[],"['tomfarral', 'abc7ni', 'implement', 'vaccin', 'passport', 'fine', 'drop', 'mask', 'mandat', 'unvaccin', 'unmask', 'peopl', '12', 'access', 'air', 'travel']"
10054,[],"['🤔', '‘cloak', 'dagger', 'militaryintellig', 'outfit', 'center', 'u', 'digit', 'vaccin', 'passport', 'push', 'grayzon', 'httpstcoeolwhtgo3p']"
10055,[],"['fulli', 'vaccin', 'higher', 'infect', 'rate', 'unvaccin', 'situat', 'worsen', 'vaccin', 'passport', 'can’t', 'justifi', 'true', 'report', 'httpstcomoxzgrdvy9']"
10056,[],"['green', 'threaten', 'freedom', 'cave', 'snp', 'danger', 'vaccin', 'passport', 'heraldscotland', 'httpstcodkvcsc1cui', 'httpstcozbldbguiqv']"
10057,[],"['jguptallb', 'first', 'peopl', 'said', 'vaccin', 'polici', 'well', 'frame', 'vaccin', 'good', 'valid', 'throught', 'world', 'passport', 'kept', 'locker', 'one', 'thing', 'sure', 'peopl', 'critic', 'govt', 'form']"
10058,[],"['vaccin', 'passport', 'protest', 'switzerland', 'featur', 'yoke', 'httpstcokhjxywacrk', 'via', 'youtub']"
10059,[],"['081g0', 'don’t', 'forget', 'submit', 'vaccin', 'passport', 'advanc', 'get', 'pas', 'sanitair', 'basic', 'send', 'qr', 'code', 'load', 'app', 'go', 'anywhere–restaur', 'bar', 'hotel', 'museums–requir', 'show', 'qr', 'code', 'get']"
10060,[],"['tappnfast', 'smoking98221356', 'kathylu141', 'emeraldrobinson', 'your', 'probabl', 'pro', 'vaccin', 'passport']"
10061,[],"['saltwirenetwork', 'randyhilli', 'success', 'serv', 'provinci', 'crown', 'file', 'mandamu', 'applic', 'today', 'oct', '20', '2021', 'wait', 'pretrial', 'judici', 'review', 'vaccin', 'passport', 'crimin', 'lawsuit', 'ottawa', 'plea', 'donat', 'need', 'expert', 'wit', 'httpstco50wg8wqye1']"
10062,[],"['sayersmolli', 'randyhilli', 'success', 'serv', 'provinci', 'crown', 'file', 'mandamu', 'applic', 'today', 'oct', '20', '2021', 'wait', 'pretrial', 'judici', 'review', 'vaccin', 'passport', 'crimin', 'lawsuit', 'ottawa', 'plea', 'donat', 'need', 'expert', 'wit', 'httpstco50wg8wqye1']"
10063,[],"['martyupnorth', 'randyhilli', 'success', 'serv', 'provinci', 'crown', 'file', 'mandamu', 'applic', 'today', 'oct', '20', '2021', 'wait', 'pretrial', 'judici', 'review', 'vaccin', 'passport', 'crimin', 'lawsuit', 'ottawa', 'plea', 'donat', 'need', 'expert', 'wit', 'httpstco50wg8wqye1']"
10064,[],"['vaccin', 'credenti', 'initi', 'httpstcooery1fbgdv']"
10065,[],"['mounties4fre', 'success', 'serv', 'provinci', 'crown', 'file', 'mandamu', 'applic', 'today', 'oct', '20', '2021', 'wait', 'pretrial', 'judici', 'review', 'vaccin', 'passport', 'crimin', 'lawsuit', 'canada', 'plea', 'donat', 'need', 'expert', 'wit', 'httpstco50wg8wqye1']"
10066,[],"['big', 'date', 'mean', 'big', 'brother', 'fuck', 'social', 'credit', 'system', 'sadli', 'seem', 'that’', 'go', 'global', 'societi', 'definit', 'think', 'vaccin', 'passport', 'first', 'huge', 'step', 'direct', 'mess']"
10067,[],"['kevinlovestech', 'here’', 'instruct', 'screen', 'shotvaccin', 'passport', 'httpstcoob0vfzgaj0']"
10068,[],"['melbourn', 'protest', 'right', 'member', 'parliament', 'dr', 'catherin', 'cum', 'vow', 'scrap', 'vaccin', 'passport', 'tyranni', 'victorian', 'govern', 'httpstco6zf0kpqbcx']"
10069,[],"['clairefosterphd', 'don’t', 'four', 'stamp', 'vaccin', 'passport', 'you’r', 'unclean', 'need', 'doubl', 'mask', 'tweet', 'twitter']"
10070,[],"['there’', 'noth', '“low', 'cost”', 'plan', 'b', 'vaccin', 'passport', 'element', 'alon', 'estim', '£18bn', 'cost', 'govern', 'report']"
10071,[],"['vehement', 'oppos', 'mandat', 'guess', 'got', 'first', '2', 'fuck', 'passport', 'i’ll', 'due', 'dilig', 'keep', 'everyon', 'safe', 'cannot', 'make', 'boost', 'amp', 'admiss', 'vaccin', 'may', 'alreadi', 'wane', 'stop', 'spread', 'vaccin']"
10072,[],"['rohancct', 'inde', 'one', 'wonder', 'group', 'peopl', 'struggl', 'get', 'id', 'group', 'go', 'sort', 'vaccin', 'passport']"
10073,[],"['bc', 'vaccin', 'passport', 'got', 'even', 'stricter', 'amp', 'new', 'rule', 'enter', 'place', 'httpstcohn9rlprkqk']"
10074,[],"['stbenson83', 'turn', 'social', 'credit', 'score', 'system', 'like', 'china', 'sold', 'america', 'vaccin', 'passport', 'total', 'control', 'compli', 'stronger', 'tyranni', 'becom']"
10075,[],"['didnt', 'need', 'persuad', 'might', 'help', 'httpstcoorlmvs4b0h']"
10076,[],"['tanyaplibersek', 'isn’t', 'littl', 'rhetor', 'labor', 'premier', 'want', 'peopl', 'show', 'id', 'vaccin', 'passport', 'enter', 'poll', 'station', 'yet', 'don’t', 'want', 'show', 'id', 'vote', 'can’t', 'way']"
10077,[],"['bababoon17', 'vaccin', 'passport']"
10078,['Metaverse'],"['probabl', 'vaccin', 'passport', 'metavers']"
10079,[],"['promthesi', 'pettigrewfishi1', 'bulwarkonlin', 'weirdli', 'isn’t', 'problem', 'particip', 'public', 'life', 'vaccin', 'passport', 'jurisdict']"
10080,['novaccinepassports'],"['conserv', 'v', 'work', 'mani', 'covid', 'patient', 'vaccinatedwhi', 'mani', 'vaccin', 'injuri', 'ignorednot', 'talk', 'aboutwhat’', 'point', 'v', 'passport', 'covid', 'caught', 'amp', 'spread', 'vaccin', 'peopl', 'none', 'make', 'sense😡novaccinepassport']"
10081,[],"['brianambler2', 'je178ren', 'dont', 'agre', 'vaccin', 'passport', 'mayb', 'stay', 'convers', 'horseshit', 'platitud']"
10082,[],"['mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'youtub', 'httpstcovmhyevgwyo']"
10083,[],"['pssst…', 'friendli', 'remind', 'upload', 'vaccin', 'passport', 'iphon', 'wallet', '👍']"
10084,[],"['peopl', 'take', 'pcr', 'test', 'rapid', 'antigen', 'test', 'state', 'whether', 'posit', 'covid', 'cdn', 'use', '“diagnost', 'test”', 'fli', 'cda', 'back', 'test', 'suffici', 'trudeau', 'push', 'covid', '‘vaccine’', 'passport', 'hmmm', '🤔']"
10085,"['COVID', 'Vaccine_passport', 'Vaccination']","['▪', 'vaccin', 'passport', 'expert', 'perspect', 'controversi', 'surround', 'covid19', 'vaccin', 'passport', 'covid', 'vaccinepassport', 'vaccin', 'httpstcowbpnoqkmbk']"
10086,[],"['mp', 'form', 'ampaposrebel', 'parliamentampapo', 'ban', 'vaccin', 'passport', 'httpstcon1d2qnlggk']"
10087,[],"['shaunjohnson90', 'yet', 'u', 'covid', 'stronger', 'immun', 'covid', 'vax', 'u', 'still', 'cant', 'travel', 'work', 'enter', 'establish', 'state', 'citi', 'without', 'vaccin', 'passport', 'geniu', 'design', 'profit']"
10088,[],"['tanyaplibersek', 'vaccin', 'passport', 'get', 'poll', 'room', 'total', 'fine', 'id', 'vote', 'isnt', 'cool']"
10089,[],"['sos149', 'stephanderson', '9newsmelb', 'it’', 'anti', 'vaxx', 'movement', 'it’', 'anti', 'vaccin', 'passport', 'issu', 'realis', 'state', 'au', 'crap', 'everi', 'countri', 'drop', 'never', 'implement', 'vic', 'covid', 'bubbl', 'someth', 'el', 'thank', 'i’m']"
10090,[],"['what’', 'bet', 'vaccin', 'passport', 'discrimin', 'peopl', 'voter', 'id', 'law', 'peopl', 'actual', 'peopl']"
10091,[],"['torontostar', 'overheard', 'three', 'peopl', 'costco', 'today', 'calgari', 'talk', 'doug', 'ford', 'lift', 'vaccin', 'passport', 'requir', 'march', '2022', 'theyr', 'hope', 'kenney', 'tire', 'abl', 'go', 'restaur', 'etc', 'vaccin']"
10092,[],"['mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'httpstcobrtjuxxoaa', 'via', 'youtub']"
10093,[],"['mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'httpstcoakey5c1a', 'via', 'youtub']"
10094,"['NoVaccinePassports', 'NoGreenPass']","['therightmelissa', 'high', 'stop', 'vaccin', 'passport', 'novaccinepassport', 'nogreenpass']"
10095,[],"['culturaldud', '90', 'effect', 'im', 'one', 'group', 'especi', 'vulner', 'covid', 'vaccin', 'passport', 'dont', 'ever', 'come', 'near', 'believ', 'would', 'tantamount', 'physic', 'assault', 'self', 'defens', 'id', 'justifi', 'hurt']"
10096,[],"['europ', 'use', 'covid', 'passport', 'go', 'bar', 'restaur', 'cinema', 'scotland', 'implement', 'vaccin', 'passport', 'itali', 'requir', 'covid', 'pas', 'enter', 'workplac', 'httpstconubbpqn9oh']"
10097,[],"['mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'httpstcomzvzu0yqqp', 'via', 'youtub', 'ausgov', 'disgust', 'want', 'caus', 'divis', 'countri', 'sad', 'excus', 'australian', 'gov', 'trust', '110', '0']"
10098,[],"['victorian', 'mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'avi', 'yemini', 'httpstcoymsorpijvw', 'httpstcozilt6bvvyv']"
10099,[],"['jkenney', 'head', 'vaccin', 'passport']"
10100,[],"['fordnat', 'im', 'confus', 'happen', 'vaccin', 'passport', 'longer', 'mandat', 'januari', 'qr', 'app', 'still', 'work', 'busi', 'still', 'exclud', 'unvaccin', 'patron']"
10101,[],"['mp', 'form', 'rebel', 'parliament', 'ban', 'vaccin', 'passport', 'httpstcogzjxgvfmmp', 'via', 'youtub']"
10102,"['NoVaccineMandates', 'NoVaccinePassports']","['elect', 'rep', 'believ', 'novaccinemand', 'novaccinepassport', 'lock', 'offic', 'passport', 'mean', 'mean', 'small', 'privat', 'busi', 'mean', 'democraci', 'anywher', 'httpstcotkznakdono']"
10103,[],"['show', 'vaccin', 'passport', 'get', 'free', 'box', 'httpstcoyzfxfblyq2']"
10104,[],"['libertyccanada', 'bhavik0880', 'vaccin', 'passport', 'anyth', 'period', 'better', 'chang', 'shit', 'put', 'vax', 'pas', 'anyth', 'thing', 'food', 'recreat', 'shop', 'travel', 'thing']"
